country,description,designation,points,province,taster_name,taster_twitter_handle,title,variety,winery
US,"Search carefully and you'll note delicate scents of tamarind, cola, ginger, coriander, cocoa and pepper. The palate opens with a generous, exotic potpourri of baking spices, amaro, honey, dark chocolate and caramel. There is the slightest hint of barnyard, but everything plays together beautifully. Drink now through 2025.",Madrona,96,Oregon,Paul Gregutt,@paulgwine ,Ponzi 2013 Madrona Pinot Noir (Willamette Valley),Pinot Noir,Ponzi
US,"This is a tiny-production blend of 82% Cabernet Sauvignon and 18% Cabernet Franc, the latter sourced from Detert East Vineyard along the Oakville bench, the former from Hendry Ranch in western Napa. Made by Genevieve Janssens, it has an old-world soul with plenty of California complexity, balanced in woody notes of coconut flake and black cherry, the tannins are fine-grained and integrated. A simply gorgeous wine.",Limited Edition,95,California,Virginie Boone,@vboone,Portfolio 2011 Limited Edition Red (Napa Valley),Red Blend,Portfolio
US,"Robert Mondavi winemaker Genevieve Janssens makes this wine, a small-production solo project that's worth seeking. The 83% Cabernet Sauvignon is sourced from Hendry Ranch and the 17% Cabernet Franc from Detert East Vineyard, a stone's throw from To Kalon. Impressively concentrated and lengthy, within a wealth of power, it is nuanced in black cherry, leather saddle and crushed rock, with the scent of violet never far behind.",Limited Edition,96,California,Virginie Boone,@vboone,Portfolio 2013 Limited Edition Red (Napa Valley),Bordeaux-style Red Blend,Portfolio
Portugal,"This marks the 17th vintage of this wine, a joint venture between the Douro-based Symington family and Bordeaux consultant Bruno Prats. Based entirely on fruit from Quintas de Roriz and Perdiz, this smooth, structured wine has many of the characteristics of Bordeaux with its new wood and elegant texture. Acidity, black fruits and tannins are developing well. Drink from 2019.",Chryseia,95,Douro,Roger Voss,@vossroger,Prats & Symington LDA 2012 Chryseia Red (Douro),Portuguese Red,Prats & Symington LDA
Portugal,This is the latest vintage from the always impressive long-running joint venture between the Symington family in Portugal and Bordeaux wine consultant Bruno Prats. The wine is elegant and structured with nothing to excess. It has delicious black-currant fruit as well as a core of firm tannins. It is a wine for aging: ripe while so poised. Drink from 2020.,Chryseia,95,Douro,Roger Voss,@vossroger,Prats & Symington LDA 2014 Chryseia Red (Douro),Portuguese Red,Prats & Symington LDA
Austria,"Aromatic and spicy fruit speaks here: ripe blueberry and black cherry with brooding insinuations of flower and earth. The customary pepperiness is in attendance, too, but the structured palate bids you to wait. This is firm and focused and for now tightly corseted. Give this until 2017–2019 in bottle for its full beauty and aroma to emerge.",Goldberg,95,Burgenland,Anne Krebiehl MW,@AnneInVino,Prieler 2011 Goldberg Blaufränkisch (Burgenland),Blaufränkisch,Prieler
Germany,"The scents of dried apricot and honey are made even more captivating by intriguing hints of musky spice. This is viscous, luscious and complex, with bergamot notes that lend another exotic element. Long and mouthwatering on the finish.",Jungfer Auslese,95,Rheingau,Joe Czerwinski,@JoeCz,Prinz 2009 Jungfer Auslese Riesling (Rheingau),Riesling,Prinz
Italy,"This opens with a lovely fragrance of perfumed berries, violets, incense and sweet cake spices. Cinnamon, clove and white pepper accent the succulent red cherry and wild raspberry palate. It's fresh and elegant, with a smooth texture and supple tannins. Drink 2016–2029.",Ovello Riserva,95,Piedmont,Kerin O’Keefe,@kerinokeefe,Produttori del Barbaresco 2009 Ovello Riserva  (Barbaresco),Nebbiolo,Produttori del Barbaresco
Italy,"Combining finesse and structure, this impressive wine opens with alluring aromas of mature berry, pressed rose, aromatic herb, star anise, new leather and a balsamic note. The palate shows depth and tension, offering raspberry compote, Marasca cherry, licorice, clove and pipe tobacco alongside taut refined tannins. Hold for even more complexity. Drink 2019–2031.",Rabajà Riserva,97,Piedmont,Kerin O’Keefe,@kerinokeefe,Produttori del Barbaresco 2011 Rabajà Riserva  (Barbaresco),Nebbiolo,Produttori del Barbaresco
Austria,"Fresh, bright pear on the nose gives way to far more focused, even linear lemon on an extremely streamlined palate. This is racy, ripe but laser-sharp. A wine of great precision and purity with immense impact and mileage.",Ehrenfels Reserve,95,Kremstal,Anne Krebiehl MW,@AnneInVino,Proidl 2013 Ehrenfels Reserve Grüner Veltliner (Kremstal),Grüner Veltliner,Proidl
Austria,"Watercress and fleshy apricot meet in this wine and make that incongruous combination work. A savory undertone of yeast adds a deeper dimension where pepper, chervil, lovage and stone abandon themselves to riot. This so comes alive in the mouth and demands your attention. Wonderful balance, ripe fruit and a whole lot of savory play!",Senftenberger Ehrenfels Reserve,95,Kremstal,Anne Krebiehl MW,@AnneInVino,Proidl 2014 Senftenberger Ehrenfels Reserve Grüner Veltliner (Kremstal),Grüner Veltliner,Proidl
US,"Power and grace combine in this great fortified wine. Already 10 years old, it will age gracefully through at least 2030 if kept in a cool cellar. The aromas combine ripe, vivid cherry and blackberry with caramel accents. Flavors are very ripe but tangy at the same time, echoing plum jam and toffee on the finish.",Starboard Dessert Wine,95,California,Jim Gordon,@gordone_cellars,Quady 2006 Starboard Dessert Wine Port (Amador County),Port,Quady
US,"This is a spectacular effort. Cascading flavors of black cherry, plum and cassis are drenched in caramel, mocha and buttery barrel flavors. Although the wine lists at a hefty 14.9% alcohol, it does not sacrifice elegance, nor does it substitute power for polish. The rush of blueberry, blackberry, black cherry and currant fruit, the layers of smoke and graphite, and the immense barrel flavors just keep on rolling through the palate. It will probably age quite well, but why wait?",Galitzine Vineyard,95,Washington,Paul Gregutt,@paulgwine ,Quilceda Creek 2004 Galitzine Vineyard Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Quilceda Creek
US,"Quilceda Creek's Red Mountain Cabernet Sauvignon opens with a dense, exotic and luxurious nose: a mix of roasted coffee, dark fruit and Asian spice. At first it's quite dense and unyielding, but it opens slowly over a period of days—not hours—remaining dense and compact, with a remarkable array of dark fruits and barrel flavors. As with its companion reds from Quilceda Creek, this is a wine to cellar for decades.",Galitzine Vineyard,96,Washington,Paul Gregutt,@paulgwine ,Quilceda Creek 2009 Galitzine Vineyard Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Quilceda Creek
US,"Quilceda's single-vineyard Bordeaux-style blend is 86% Cabernet Sauvignon, 8% Cabernet Franc and 6% Merlot. This has fine grained tannins—not soft, but polished, ripe, and rich. Tasted prior to its official release, the wine was still pulling together all of the complex barrel-influenced flavors; it tasted delicious, with notes of bourbon-soaked cherries, along with veins of espresso, cacao, dusty baking spice, and a liquorous finish.",Palengat Red,95,Washington,Paul Gregutt,@paulgwine ,Quilceda Creek 2009 Palengat Red Red (Horse Heaven Hills),Bordeaux-style Red Blend,Quilceda Creek
Portugal,"This ripe and full-bodied wine from Cristiano van Zeller is powerfully concentrated, showing all the right weight while also providing generous fruitiness. Rich black fruits and sweet tannins are layered with acidity. This is a wine for long-term aging.",Vintage,95,Port,Roger Voss,@vossroger,Quinta Vale Dona Maria 2009 Vintage  (Port),Port,Quinta Vale Dona Maria
Portugal,"With a wine like this, you can see the connection between table wine and Port in the Douro. It's dry, but with its dried raisin flavors and structured tannins, it shares a Port-like character. The fruit is highlighted by the structure, giving a final juicy character that still needs time to develop. Drink from 2017.",Vinha da Francisca,95,Douro,Roger Voss,@vossroger,Quinta Vale Dona Maria 2011 Vinha da Francisca Red (Douro),Portuguese Red,Quinta Vale Dona Maria
Portugal,"From old vines near the river that runs through the Vale Dona Maria vineyards, this is a superbly intense wine. It has a great structure, dark plum fruits and already a fine balance. Big and bold, its power is balanced with elegance, some freshness and a great potential. Drink from 2017.",Vinha do Rio,96,Douro,Roger Voss,@vossroger,Quinta Vale Dona Maria 2011 Vinha do Rio Red (Douro),Portuguese Red,Quinta Vale Dona Maria
Portugal,This top wine from Quinta Vale Dona Maria comes from a small parcel of old vines on the estate close to the river Torto. Foot treading in lagars give the wine its richness and sumptuous character. It also provides tannins that are cushioned by the superripe black fruits and acidity. This long-term wine shouldn't be touched until 2020.,Vinha do Rio,95,Douro,Roger Voss,@vossroger,Quinta Vale Dona Maria 2012 Vinha do Rio Red (Douro),Portuguese Red,Quinta Vale Dona Maria
Portugal,"From vineyards owned by the Van Zeller family in the narrow valley of the Torto River, this serious powerful wine is a mere baby. It was produced in open-stone fermenters with traditional foot treading and that gives the wine its extra opulence and richness. Tannins and immense black fruit are still developing. Save this bottle until 2020.",CV Curriculum Vitae,95,Douro,Roger Voss,@vossroger,Quinta Vale Dona Maria 2013 CV Curriculum Vitae Red (Douro),Portuguese Red,Quinta Vale Dona Maria
Portugal,"In this wine, the Van Zeller family—15 generations in the Douro—is recognizing the three valleys where they have grown grapes: Pinhão, Douro and Torto. It is a rich smooth wine, powered by tannins and the wood aging. Foot trodden in open fermenters, the wine is a blend of grapes from 35-year-old vines. It is rich, still developing and will be ready to drink from 2020.",VVV Valleys,95,Douro,Roger Voss,@vossroger,Quinta Vale Dona Maria 2013 VVV Valleys Red (Douro),Portuguese Red,Quinta Vale Dona Maria
Portugal,"As its name suggests this wine comes from vines planted close to the Torto River that runs through the quinta. The extra warmth from the river produces extra-ripe grapes that go into this powerful, although impressively restrained wine. Foot trodden in traditional stone fermenters, the wine is rich with the same opulent texture as a vintage Port (although of course dry). Dark and for the long haul the wine should not be consumed before 2020.",Vinha do Rio,96,Douro,Roger Voss,@vossroger,Quinta Vale Dona Maria 2013 Vinha do Rio Red (Douro),Portuguese Red,Quinta Vale Dona Maria
Portugal,"Always impressive, this wine is structured and powerful, with firm tannins that are still coming together. Packed with black fruits and tannins, it conveys a rich, almost Port-like quality, perhaps because the grapes are foot-trodden as in Port. Drink this wine from 2022.",Vinha da Francisca,95,Douro,Roger Voss,@vossroger,Quinta Vale Dona Maria 2014 Vinha da Francisca Red (Douro),Portuguese Red,Quinta Vale Dona Maria
Portugal,"This is a field blend from the steep Quinta da Foz vineyard at the mouth of the Pinhão River. Aged from two years in new wood, this impressive, structured wine is just setting out on its aging process. Big tannins and big fruit are all there, packed into dense tannins and a mineral texture. It will age well, don't drink before 2019.",Grande Reserva,95,Douro,Roger Voss,@vossroger,Quinta da Foz 2012 Grande Reserva Red (Douro),Portuguese Red,Quinta da Foz
Portugal,"This wine hails from the terraced heart of the Romaneira vineyard. Dark tannins and a concentrated structure are just the tip of this ripe and complex wine. With its acidity, spice and ripe black fruits, this is a serious, impressive wine that begs to be aged. Drink from 2020.",Reserva,95,Douro,Roger Voss,@vossroger,Quinta da Romaneira 2012 Reserva Red (Douro),Portuguese Red,Quinta da Romaneira
Portugal,"The top wine from Romaneira shows the power and the richness that can come from this property. Aging for 14 months in wood has just enhanced the opulent black fruits, ripe tannins and acidity. It is an impressive wine, made for aging and not likely to be ready until 2020.",Reserva,95,Douro,Roger Voss,@vossroger,Quinta da Romaneira 2014 Reserva Red (Douro),Portuguese Red,Quinta da Romaneira
